Commodity,Stage,Timeframe,Mode,Mean F1-Score,Mean Accuracy,Max Accuracy,Mean Precision,Mean Recall,Max F1-Score,Max Precision,Sharpe Ratio,Cumulative Return,BuyHold Return,Num Samples
SUGAR,Stage 3,daily,buy_short,0.4705543154248858,0.5027064780862581,0.5783132530120482,0.5345850025645119,0.5027064780862581,0.5370022647917748,0.6571799463365728,1.0629371934941727,2417.506570974507,3.121317157712306,5991
SUGAR,Stage 3,monthly,buy_hold,0.4705543154248858,0.5027064780862581,0.5783132530120482,0.5345850025645119,0.5027064780862581,0.5370022647917748,0.6571799463365728,0.6386840181319804,14.643744373198595,3.121317157712306,5991
SUGAR,Stage 3,monthly,buy_short,0.4705543154248858,0.5027064780862581,0.5783132530120482,0.5345850025645119,0.5027064780862581,0.5370022647917748,0.6571799463365728,0.6588298505630137,96.76719979532577,3.121317157712306,5991
SUGAR,Stage 4,daily,buy_hold,0.4696260594204503,0.5011349746813342,0.5742971887550201,0.5343280499391757,0.5011349746813342,0.5328665354513012,0.6637534118166029,0.9694672520889652,89.13108367677698,3.121317157712306,5991
SUGAR,Stage 4,daily,buy_short,0.4696260594204503,0.5011349746813342,0.5742971887550201,0.5343280499391757,0.5011349746813342,0.5328665354513012,0.6637534118166029,1.094918377460568,3053.0409364199036,3.121317157712306,5991
SUGAR,Stage 4,monthly,buy_hold,0.4696260594204503,0.5011349746813342,0.5742971887550201,0.5343280499391757,0.5011349746813342,0.5328665354513012,0.6637534118166029,0.6599690119413981,16.138706024870974,3.121317157712306,5991
SUGAR,Stage 4,monthly,buy_short,0.4696260594204503,0.5011349746813342,0.5742971887550201,0.5343280499391757,0.5011349746813342,0.5328665354513012,0.6637534118166029,0.6860855036818911,116.3458713190086,3.121317157712306,5991
ZINC,Stage 1,daily,buy_hold,0.32670826967468186,0.4873772791023843,0.5604838709677419,0.7441351926879933,0.4873772791023843,0.5123815965194884,0.7601619406867846,0.06750265813764049,0.615327754618556,1.0526748971193416,5954
ZINC,Stage 1,daily,buy_short,0.32670826967468186,0.4873772791023843,0.5604838709677419,0.7441351926879933,0.4873772791023843,0.5123815965194884,0.7601619406867846,0.0009775136006999006,0.007252580181713153,1.0526748971193416,5954
ZINC,Stage 1,monthly,buy_hold,0.32670826967468186,0.4873772791023843,0.5604838709677419,0.7441351926879933,0.4873772791023843,0.5123815965194884,0.7601619406867846,0.08491268596554961,0.6573951357308905,1.0526748971193416,5954
ZINC,Stage 1,monthly,buy_short,0.32670826967468186,0.4873772791023843,0.5604838709677419,0.7441351926879933,0.4873772791023843,0.5123815965194884,0.7601619406867846,0.012595016076139266,0.08215190850657206,1.0526748971193416,5954
ZINC,Stage 2,daily,buy_hold,0.4379564189684883,0.5066619915848527,0.592741935483871,0.5927175048363482,0.5066619915848527,0.5726722006897184,0.7627743257535695,0.9211068406912362,115.66886978703947,1.0526748971193416,5954
ZINC,Stage 2,daily,buy_short,0.4379564189684883,0.5066619915848527,0.592741935483871,0.5927175048363482,0.5066619915848527,0.5726722006897184,0.7627743257535695,1.1619328405117872,5253.447529882862,1.0526748971193416,5954
ZINC,Stage 2,monthly,buy_hold,0.4379564189684883,0.5066619915848527,0.592741935483871,0.5927175048363482,0.5066619915848527,0.5726722006897184,0.7627743257535695,0.5334269137028396,10.845157606463918,1.0526748971193416,5954
ZINC,Stage 2,monthly,buy_short,0.4379564189684883,0.5066619915848527,0.592741935483871,0.5927175048363482,0.5066619915848527,0.5726722006897184,0.7627743257535695,0.6513280096010126,54.27360583173046,1.0526748971193416,5954
ZINC,Stage 3,daily,buy_hold,0.4656314490296701,0.49701963534361854,0.5685483870967742,0.5130337163336934,0.49701963534361854,0.5419437551695616,0.5641587184478677,0.7710082200473414,53.93215010058791,1.0526748971193416,5954
ZINC,Stage 3,daily,buy_short,0.4656314490296701,0.49701963534361854,0.5685483870967742,0.5130337163336934,0.49701963534361854,0.5419437551695616,0.5641587184478677,0.9494500327410413,1100.907071899987,1.0526748971193416,5954
ZINC,Stage 3,monthly,buy_hold,0.4656314490296701,0.49701963534361854,0.5685483870967742,0.5130337163336934,0.49701963534361854,0.5419437551695616,0.5641587184478677,0.38509674336539074,4.983973215234832,1.0526748971193416,5954
ZINC,Stage 3,monthly,buy_short,0.4656314490296701,0.49701963534361854,0.5685483870967742,0.5130337163336934,0.49701963534361854,0.5419437551695616,0.5641587184478677,0.4253926111549102,13.106373925596051,1.0526748971193416,5954
ZINC,Stage 4,daily,buy_hold,0.4629207978273201,0.49824684431977556,0.5766129032258065,0.5128343146443058,0.49824684431977556,0.5614438802556811,0.5808683755760369,0.8112505787180686,80.13072048807977,1.0526748971193416,5954
ZINC,Stage 4,daily,buy_short,0.4629207978273201,0.49824684431977556,0.5766129032258065,0.5128343146443058,0.49824684431977556,0.5614438802556811,0.5808683755760369,1.0556073922072977,2402.6013525007415,1.0526748971193416,5954
ZINC,Stage 4,monthly,buy_hold,0.4629207978273201,0.49824684431977556,0.5766129032258065,0.5128343146443058,0.49824684431977556,0.5614438802556811,0.5808683755760369,0.41130516280996643,6.062264428628104,1.0526748971193416,5954
ZINC,Stage 4,monthly,buy_short,0.4629207978273201,0.49824684431977556,0.5766129032258065,0.5128343146443058,0.49824684431977556,0.5614438802556811,0.5808683755760369,0.4796192414166863,18.648258311875797,1.0526748971193416,5954
