Commodity,Stage,Timeframe,Mode,Mean F1-Score,Mean Accuracy,Mean Precision,Mean Recall,Max F1-Score,Max Precision,Sharpe Ratio,Cumulative Return,BuyHold Return,Num Samples
CORN,Stage 3,monthly,buy_hold,0.4467232746891897,0.4876712328767123,0.5169649920399293,0.4876712328767123,0.598818982577729,0.6945354377605718,-0.035505729569016264,-0.17021762179692246,1.3768472906403941,5991
CORN,Stage 3,monthly,buy_short,0.4467232746891897,0.4876712328767123,0.5169649920399293,0.4876712328767123,0.598818982577729,0.6945354377605718,-0.2451108506760595,-0.8103032207404858,1.3768472906403941,5991
CORN,Stage 4,daily,buy_hold,0.43627941303692436,0.48287671232876717,0.512505462938455,0.48287671232876717,0.5922001677383282,0.6832420560616086,0.21201922848702828,1.8167811418373674,1.3768472906403941,5991
CORN,Stage 4,daily,buy_short,0.43627941303692436,0.48287671232876717,0.512505462938455,0.48287671232876717,0.5922001677383282,0.6832420560616086,0.12048451463958648,1.2092297850866287,1.3768472906403941,5991
CORN,Stage 4,monthly,buy_hold,0.43627941303692436,0.48287671232876717,0.512505462938455,0.48287671232876717,0.5922001677383282,0.6832420560616086,0.004750106912186607,0.02481185881442194,1.3768472906403941,5991
CORN,Stage 4,monthly,buy_short,0.43627941303692436,0.48287671232876717,0.512505462938455,0.48287671232876717,0.5922001677383282,0.6832420560616086,-0.18265367441416863,-0.7106524385013511,1.3768472906403941,5991
SUGAR,Stage 1,daily,buy_hold,0.3092365642887641,0.4763698630136986,0.7445026128277098,0.4763698630136986,0.4120954716755399,0.7620097579283168,0.09819400951130204,0.7691759621986773,3.121317157712306,5990
SUGAR,Stage 1,daily,buy_short,0.3092365642887641,0.4763698630136986,0.7445026128277098,0.4763698630136986,0.4120954716755399,0.7620097579283168,0.05924688485300111,0.561220728050305,3.121317157712306,5990
SUGAR,Stage 1,monthly,buy_hold,0.3092365642887641,0.4763698630136986,0.7445026128277098,0.4763698630136986,0.4120954716755399,0.7620097579283168,0.09916965663275405,0.758852258852257,3.121317157712306,5990
SUGAR,Stage 1,monthly,buy_short,0.3092365642887641,0.4763698630136986,0.7445026128277098,0.4763698630136986,0.4120954716755399,0.7620097579283168,0.05304216867331147,0.46374145550886126,3.121317157712306,5990
SUGAR,Stage 2,daily,buy_hold,0.3534559444576236,0.47448630136986303,0.6169649609756829,0.47448630136986303,0.5325305258798636,0.7620097579283168,0.12821825520731195,1.107810752438537,3.121317157712306,5990
SUGAR,Stage 2,daily,buy_short,0.3534559444576236,0.47448630136986303,0.6169649609756829,0.47448630136986303,0.5325305258798636,0.7620097579283168,0.10583438236010174,1.2160802332428173,3.121317157712306,5990
SUGAR,Stage 2,monthly,buy_hold,0.3534559444576236,0.47448630136986303,0.6169649609756829,0.47448630136986303,0.5325305258798636,0.7620097579283168,0.08641852101814478,0.590754521550704,3.121317157712306,5990
SUGAR,Stage 2,monthly,buy_short,0.3534559444576236,0.47448630136986303,0.6169649609756829,0.47448630136986303,0.5325305258798636,0.7620097579283168,0.02506977279624283,0.19732481608160746,3.121317157712306,5990
SUGAR,Stage 3,daily,buy_hold,0.4414916222523887,0.48339041095890406,0.5162071051992907,0.48339041095890406,0.5579111242013141,0.6260669125395153,0.1689371750973962,1.4713975896707225,3.121317157712306,5990
SUGAR,Stage 3,daily,buy_short,0.4414916222523887,0.48339041095890406,0.5162071051992907,0.48339041095890406,0.5579111242013141,0.6260669125395153,0.14816756489804947,2.0465442206497952,3.121317157712306,5990
SUGAR,Stage 3,monthly,buy_hold,0.4414916222523887,0.48339041095890406,0.5162071051992907,0.48339041095890406,0.5579111242013141,0.6260669125395153,-0.04388222301417686,-0.1952156781227975,3.121317157712306,5990
SUGAR,Stage 3,monthly,buy_short,0.4414916222523887,0.48339041095890406,0.5162071051992907,0.48339041095890406,0.5579111242013141,0.6260669125395153,-0.1648213299737528,-0.6935464436174145,3.121317157712306,5990
SUGAR,Stage 4,daily,buy_hold,0.4420228938049391,0.4823630136986301,0.5165834654014813,0.4823630136986301,0.5357928051991978,0.6449545121823695,0.15696840517291838,1.3195725826819986,3.121317157712306,5990
SUGAR,Stage 4,daily,buy_short,0.4420228938049391,0.4823630136986301,0.5165834654014813,0.4823630136986301,0.5357928051991978,0.6449545121823695,0.13130118916010888,1.6837260530851093,3.121317157712306,5990
SUGAR,Stage 4,monthly,buy_hold,0.4420228938049391,0.4823630136986301,0.5165834654014813,0.4823630136986301,0.5357928051991978,0.6449545121823695,-0.11437663044543889,-0.4252905036728585,3.121317157712306,5990
SUGAR,Stage 4,monthly,buy_short,0.4420228938049391,0.4823630136986301,0.5165834654014813,0.4823630136986301,0.5357928051991978,0.6449545121823695,-0.2591010669598795,-0.843720361521683,3.121317157712306,5990
GOLD,Stage 1,daily,buy_hold,0.34475269919269025,0.5089041095890411,0.7526107149559017,0.5089041095890411,0.4786428530142767,0.7651998498780259,0.46877414266192113,5.145957848380001,5.834684525907649,5990
GOLD,Stage 1,daily,buy_short,0.34475269919269025,0.5089041095890411,0.7526107149559017,0.5089041095890411,0.4786428530142767,0.7651998498780259,0.4203082618048506,4.35330521615736,5.834684525907649,5990
GOLD,Stage 1,monthly,buy_hold,0.34475269919269025,0.5089041095890411,0.7526107149559017,0.5089041095890411,0.4786428530142767,0.7651998498780259,0.5021771082187377,5.209484924623105,5.834684525907649,5990
GOLD,Stage 1,monthly,buy_short,0.34475269919269025,0.5089041095890411,0.7526107149559017,0.5089041095890411,0.4786428530142767,0.7651998498780259,0.4534340123923615,4.398195436983925,5.834684525907649,5990
GOLD,Stage 2,daily,buy_hold,0.34710112940826277,0.5085616438356164,0.7452734433265491,0.5085616438356164,0.4786428530142767,0.7651998498780259,0.4639062103364651,5.043239889911257,5.834684525907649,5990
GOLD,Stage 2,daily,buy_short,0.34710112940826277,0.5085616438356164,0.7452734433265491,0.5085616438356164,0.4786428530142767,0.7651998498780259,0.41185767697059866,4.175859976879081,5.834684525907649,5990
GOLD,Stage 2,monthly,buy_hold,0.34710112940826277,0.5085616438356164,0.7452734433265491,0.5085616438356164,0.4786428530142767,0.7651998498780259,0.4972439795252892,5.1040444581660935,5.834684525907649,5990
GOLD,Stage 2,monthly,buy_short,0.34710112940826277,0.5085616438356164,0.7452734433265491,0.5085616438356164,0.4786428530142767,0.7651998498780259,0.44406887352259966,4.216423297376907,5.834684525907649,5990
GOLD,Stage 3,daily,buy_hold,0.4193810963477663,0.49417808219178083,0.5095769992939696,0.49417808219178083,0.5160738019993255,0.7538527397260274,0.30595053128444955,2.0644516528656323,5.834684525907649,5990
GOLD,Stage 3,daily,buy_short,0.4193810963477663,0.49417808219178083,0.5095769992939696,0.49417808219178083,0.5160738019993255,0.7538527397260274,0.0715910913674057,0.3309091119760108,5.834684525907649,5990
GOLD,Stage 3,monthly,buy_hold,0.4193810963477663,0.49417808219178083,0.5095769992939696,0.49417808219178083,0.5160738019993255,0.7538527397260274,0.4210010153286754,3.350954816329738,5.834684525907649,5990
GOLD,Stage 3,monthly,buy_short,0.4193810963477663,0.49417808219178083,0.5095769992939696,0.49417808219178083,0.5160738019993255,0.7538527397260274,0.2606384087332584,1.65037054415258,5.834684525907649,5990
GOLD,Stage 4,daily,buy_hold,0.41991208523092566,0.4936643835616438,0.507554657074544,0.4936643835616438,0.5149331673833863,0.7538527397260274,0.27852007990967487,1.7560838814322026,5.834684525907649,5990
GOLD,Stage 4,daily,buy_short,0.41991208523092566,0.4936643835616438,0.507554657074544,0.4936643835616438,0.5149331673833863,0.7538527397260274,0.01846884195148095,0.0765339063858681,5.834684525907649,5990
GOLD,Stage 4,monthly,buy_hold,0.41991208523092566,0.4936643835616438,0.507554657074544,0.4936643835616438,0.5149331673833863,0.7538527397260274,0.369304384819009,2.618208013738145,5.834684525907649,5990
GOLD,Stage 4,monthly,buy_short,0.41991208523092566,0.4936643835616438,0.507554657074544,0.4936643835616438,0.5149331673833863,0.7538527397260274,0.16172937535066867,0.8328398214819415,5.834684525907649,5990
